Nottingham, Andrew T.; Baath, Erland; Reischke, Stephanie; Salinas, Norma; Meir, Patrick;;;;;;;;;;;;;;;;;;;;
Filandysheva, L. B.; Evseeva, N. S.; Zhilina, T. N.;;;;;;;;;;;;;;;;;;;;;;
"Dunse, T.; Schellenberger, T.; Hagen, J. O.; Kaab, A.; Schuler, T. V.; Reijmer, C. H.";;;;;;;;;;;;;;;;;;;;;;;;
"Markova, Anastasia; Puzachenko, Andrey";;;;;;;;;;;;;;;;;;;;;;;;
"Zhang, Liangliang; Zhang, Zhao; Chen, Yi; Wei, Xing; Song, Xiao";;;;;;;;;;;;;;;;;;;;;;;;
"Yue, Linwei; Shen, Huanfeng; Yu, Wei; Zhang, Liangpei";;;;;;;;;;;;;;;;;;;;;;;;
"Bhochhibhoya, Silu; Pizzol, Massimo; Achten, Wouter M. J.; Maskey, Ramesh Kumar; Zanetti, Michela; Cavalli, Raffaele";;;;;;;;;;;;;;;;;;;;;;;;
"Keeley, Jon E.; Syphard, Alexandra D.";;;;;;;;;;;;;;;;;;;;;;;;
"Zang, Yiwen; Li, Yi; Wang, Chao; Zhang, Wenlong; Xiong, Wei";;;;;;;;;;;;;;;;;;;;;;;;
"Scanlon, K. E.; Head, J. W.; Fastook, J. L.; Wordsworth, R. D.";;;;;;;;;;;;;;;;;;;;;;;;
"Oh, Se-Heon; Staveley-Smith, Lister; For, Bi-Qing";;;;;;;;;;;;;;;;;;;;;;;;
Wang, Shun-Jiu;;;;;;;;;;;;;;;;;;;;;;;;
"Koszalka, Inga. M.; Haine, Thomas W. N.; Magaldi, Marcello G.";;;;;;;;;;;;;;;;;;;;;;;;
Hasson, Shabeh ul;;;;;;;;;;;;;;;;;;;;;;;;
"Naoe, Shoji; Tayasu, Ichiro; Sakai, Yoichiro; Masaki, Takashi; Kobayashi, Kazuki; Nakajima, Akiko; Sato, Yoshikazu; Yamazaki, Koji; Kiyokawa, Hiroki; Koike, Shinsuke";;;;;;;;;;;;;;;;;;;;;;;;
"Lopez-van Oosterom, M. V.; Casas-Ruiz, J. P.; Gampe, D.; Lopez-Robles, M. A.; Ludwig, R.; Nunez-Marce, A.; Munoz, I.";;;;;;;;;;;;;;;;;;;;;;;;
"Olguin-Lopez, Norma; Hugo Hernandez-Elizarraga, Victor; Hernandez-Matehuala, Rosalina; Cruz-Hernandez, Andres; Guevara-Gonzalez, Ramon; Caballero-Perez, Juan; Ibarra-Alvarado, Cesar; Rojas-Molina, Alejandra";;;;;;;;;;;;;;;;;;;;;;;;
"Ingram, Dewayne L.; Hall, Charles R.; Knight, Joshua";;;;;;;;;;;;;;;;;;;;;;;;
"Giuntoli, J.; Agostini, A.; Caserini, S.; Lugato, E.; Baxter, D.; Marelli, L.";;;;;;;;;;;;;;;;;;;;;;;;
"Deregibus, D.; Quartino, M. L.; Campana, G. L.; Momo, F. R.; Wiencke, C.; Zacher, K.";;;;;;;;;;;;;;;;;;;;;;;;
"Sun, Zhenzhong; Chen, Anping; Ma, Junhua; He, Chune; Ouyang, Zhu; Tian, Zhenrong";;;;;;;;;;;;;;;;;;;;;;;;
Tokano, Tetsuya;;;;;;;;;;;;;;;;;;;;;;;;
"Boukhicha, Jihen; Ben Hassine, Oum Kalthoum; Tlig-Zouari, Sabiha";;;;;;;;;;;;;;;;;;;;;;;;
"Rosset, S.; Koster, G.; Brandsma, J.; Hunt, A. N.; Postle, A. D.; D'Angelo, C.";;;;;;;;;;;;;;;;;;;;;;;;
"Mahmud, M. A. Parvez; Huda, Nazmul; Farjana, Shahjadi Hisan; Lang, Candace";;;;;;;;;;;;;;;;;;;;;;;;
"Konstantas, Antonios; Jeswani, Harish K.; Stamford, Laurence; Azapagic, Adisa";;;;;;;;;;;;;;;;;;;;;;;;
"Ortega-Garcia, Stephanie; Guevara, Lazaro; Arroyo-Cabrales, Joaquin; Lindig-Cisneros, Roberto; Martinez-Meyer, Enrique; Vega, Ernesto; Schondube, Jorge E.";;;;;;;;;;;;;;;;;;;;;;;;
"Oles, Vladyslav; Panchenko, Alexander; Smertenko, Andrei";;;;;;;;;;;;;;;;;;;;;;;;
"Gul, Murat; Danladi, Iliya Bauchi; Kore, Basiru Mohammed";;;;;;;;;;;;;;;;;;;;;;;;
"Molina-Martinez, Arcangel; Leon-Cortes, Jorge L.; Regan, Helen M.; Lewis, Owen T.; Navarrete, Dario; Caballero, Ubaldo; Luis-Martinez, Armando";;;;;;;;;;;;;;;;;;;;;;;;
"Hauggaard-Nielsen, Henrik; Lachouani, Petra; Knudsen, Marie Trydeman; Ambus, Per; Boelt, Birte; Gislum, Rene";;;;;;;;;;;;;;;;;;;;;;;;
"Mohan, Soumya; Bhaskaran, Prasad K.";;;;;;;;;;;;;;;;;;;;;;;;
"Pasetto, M.; Pasquini, E.; Giacomello, G.; Baliello, A.";;;;;;;;;;;;;;;;;;;;;;;;
Tiwary, Daitri;;;;;;;;;;;;;;;;;;;;;;;;
"Mitsui, Takahito; Crucifix, Michel";;;;;;;;;;;;;;;;;;;;;;;;
"Willard, Debra A.; Donders, Timme H.; Reichgelt, Tammo; Greenwood, David R.; Sangiorgi, Francesca; Peterse, Francien; Nierop, Klaas G. J.; Frieling, Joost; Schouten, Stefan; Sluijs, Appy";;;;;;;;;;;;;;;;;;;;;;;;
"Jones, Darren B.; Harrison, Stephan; Anderson, Karen; Whalley, W. Brian";;;;;;;;;;;;;;;;;;;;;;;;
Gingerich, Philip D.;;;;;;;;;;;;;;;;;;;;;;;;
"Hirsch, Annette L.; Prestele, Reinhard; Davin, Edouard L.; Seneviratne, Sonia I.; Thiery, Wim; Verburg, Peter H.";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Xuan; Bai, Zhaohai; Yao, Ying; Gao, Binbin; Chadwick, David; Chen, Qing; Hu, Chunsheng; Ma, Lin";;;;;;;;;;;;;;;;;;;;;;;;
"Gallego-Schmid, Alejandro; Mendoza, Joan Manuel F.; Azapagic, Adisa";;;;;;;;;;;;;;;;;;;;;;;;
Williams, Harry;;;;;;;;;;;;;;;;;;;;;;;;
"Cui, Ying; Schubert, Brian A.";;;;;;;;;;;;;;;;;;;;;;;;
"Deviatkin, Ivan; Kapustina, Viktoriia; Vasilieva, Elena; Isyanov, Lev; Horttanainen, Mika";;;;;;;;;;;;;;;;;;;;;;;;
"Lopez Belchi, Alejandro; Illan Gomez, Fernando; Garcia Cascales, Jose Ramon; Vera Garcia, Francisco";;;;;;;;;;;;;;;;;;;;;;;;
"Lyu, Xiaodong; Wang, Ting; Ma, Zhongming; Zhao, Chuanyan; Siddique, Kadambot H. M.; Ju, Xiaotang";;;;;;;;;;;;;;;;;;;;;;;;
"Leicht, Katja; Seppala, Otto";;;;;;;;;;;;;;;;;;;;;;;;
"Wu, Xiaocui; Xiao, Xiangming; Zhang, Yao; He, Wei; Wolf, Sebastian; Chen, Jiquan; He, Mingzhu; Gough, Christopher M.; Qin, Yuanwei; Zhou, Yanlian; Doughty, Russell; Blanken, Peter D.";;;;;;;;;;;;;;;;;;;;;;;;
"Diaz, Leandro B.; Vera, Carolina S.";;;;;;;;;;;;;;;;;;;;;;;;
"Liu, Fukai; Lu, Jian; Garuba, Oluwayemi; Leung, L. Ruby; Luo, Yiyong; Wan, Xiuquan";;;;;;;;;;;;;;;;;;;;;;;;
Joye, Jean-Francois;;;;;;;;;;;;;;;;;;;;;;;;
"Schuster, Christian; Honold, Jasmin; Lauf, Steffen; Lakes, Tobia";;;;;;;;;;;;;;;;;;;;;;;;
"Arzac, Alberto; Garcia-Cervigon, Ana I.; Vicente-Serrano, Sergio M.; Loidi, Javier; Olano, Jose M.";;;;;;;;;;;;;;;;;;;;;;;;
"Cunningham, S. J.; Madden, C. F.; Barnard, P.; Amar, A.";;;;;;;;;;;;;;;;;;;;;;;;
"Iimura, Yasuo; Tabara, Issei; Izumitsu, Kosuke; Fujitake, Nobuhide";;;;;;;;;;;;;;;;;;;;;;;;
"Murayama, Norihide; Murayama, Kikuno";;;;;;;;;;;;;;;;;;;;;;;;
"Chen, Jiepeng; Wang, Xin; Zhou, Wen; Wang, Chunzai; Xie, Qiang; Li, Gang; Chen, Sheng";;;;;;;;;;;;;;;;;;;;;;;;
"Vyverberg, Karen; Dechnik, Belinda; Dutton, Andrea; Webster, Jody M.; Zwartz, Dan; Portell, Roger W.";;;;;;;;;;;;;;;;;;;;;;;;
"Utomo, Handojo Djati; Yu, Li Si; Yi, Daniel Choong Zhi; Jun, Ong Jie";;;;;;;;;;;;;;;;;;;;;;;;
"Cornu, Jean-Yves; Denaix, L.; Lacoste, J.; Sappin-Didier, V.; Nguyen, C.; Schneider, A.";;;;;;;;;;;;;;;;;;;;;;;;
"Flaishman, Moshe A.; Peles, Yuval; Dahan, Yardena; Milo-Cochavi, Shira; Frieman, Aviad; Naor, Amos";;;;;;;;;;;;;;;;;;;;;;;;
"Fiddes, Sonya Louise; Pezza, Alexandre Bernardes; Barras, Vaughan";;;;;;;;;;;;;;;;;;;;;;;;
"Romeiko, Xiaobo Xue; Lin, Shao; Huang, Guoping";;;;;;;;;;;;;;;;;;;;;;;;
"Ronga, Domenico; Gallingani, Tomrnaso; Zaccardelli, Massimo; Perrone, Domenico; Francia, Enrico; Milc, Justyna; Pecchioni, Nicola";;;;;;;;;;;;;;;;;;;;;;;;
"Angulo, Maria A.; Ninot, Josep M.; Penuelas, Josep; Cornelissen, Johannes N. C.; Grau, Oriol";;;;;;;;;;;;;;;;;;;;;;;;
Kant, Shashi;;;;;;;;;;;;;;;;;;;;;;;;
"Liikanen, Miia; Havukainen, Jouni; Viana, Ednilson; Horttanainen, Mika";;;;;;;;;;;;;;;;;;;;;;;;
"Chen, Xiaolong; Wu, Peili; Roberts, Malcolm J.; Zhou, Tianjun";;;;;;;;;;;;;;;;;;;;;;;;
Satylkanov, R.;;;;;;;;;;;;;;;;;;;;;;;;
"Brizmohun, Ravina; Ramjeawon, Toolseeram; Azapagic, Adisa";;;;;;;;;;;;;;;;;;;;;;;;
"Fangueiro, David; Pereira, Jose; Bichana, Andre; Surgy, Sonia; Cabral, Fernanda; Coutinho, Joao";;;;;;;;;;;;;;;;;;;;;;;;
"Kataoka, Chisato; Sugiyama, Takahiro; Kitagawa, Hikaru; Takeshima, Ayaka; Kagami, Yoshihiro; Tatsuta, Haruki; Kashiwada, Shosaku";;;;;;;;;;;;;;;;;;;;;;;;
"Farjana, Shahjadi Hisan; Huda, Nazmul; Mahmud, M. A. Parvez; Saidur, R.";;;;;;;;;;;;;;;;;;;;;;;;
"Semeniuk, T. A.; Semeniuk, V.";;;;;;;;;;;;;;;;;;;;;;;;
"Silva, Patricia S.; Bastos, Ana; Libonati, Renata; Rodrigues, Julia A.; DaCamara, Carlos C.";;;;;;;;;;;;;;;;;;;;;;;;
"Liebig, Mark A.; Archer, David W.; Halvorson, Jonathan J.; Johnson, Holly A.; Saliendra, Nicanor Z.; Gross, Jason R.; Tanaka, Donald L.";;;;;;;;;;;;;;;;;;;;;;;;
"Firouzi, Saeed; Nikkhah, Amin; Aminpanah, Hashem";;;;;;;;;;;;;;;;;;;;;;;;
"Lamnatou, Chr.; Lecoeuvre, B.; Chemisana, D.; Cristofari, C.; Canaletti, J. L.";;;;;;;;;;;;;;;;;;;;;;;;
"Watanabe, Shingo; Fujita, Mikiko; Kawazoe, Sho; Sugimoto, Shiori; Okada, Yasuko; Mizuta, Ryo; Ishii, Masayoshi";;;;;;;;;;;;;;;;;;;;;;;;
"Pogojeva, M.; Yakushev, E.; Ilinskaya, A.; Polukhin, A.; Braaten, H-F; Kristiansen, T.";;;;;;;;;;;;;;;;;;;;;;;;
"Li, Qian; Lee, Sukyoung; England, Matthew H.; McClean, Julie L.";;;;;;;;;;;;;;;;;;;;;;;;
"Coppola, L.; Coffetti, D.; Crotti, E.; Gazzaniga, G.; Pastore, T.";;;;;;;;;;;;;;;;;;;;;;;;
"Brown, Sally; Nicholls, Robert J.; Lazar, Attila N.; Hornby, Duncan D.; Hill, Chris; Hazra, Sugata; Addo, Kwasi Appeaning; Haque, Anisul; Caesar, John; Tompkins, Emma L.";;;;;;;;;;;;;;;;;;;;;;;;
"Munoz, C.; Cruz, B.; Rojo, F.; Campos, J.; Casanova, M.; Doetterl, S.; Boeckx, P.; Zagal, E.";;;;;;;;;;;;;;;;;;;;;;;;
"Payros, Aitor; Ortiz, Silvia; Millan, Isabel; Arostegi, Javier; Orue-Etxebarria, Xabier; Apellaniz, Estibaliz";;;;;;;;;;;;;;;;;;;;;;;;
"Lu, Zedong; Du, Rui; Du, Pengrui; Li, Ziming; Liang, Zongmin; Wang, Yaling; Qin, Saisai; Zhong, Lei";;;;;;;;;;;;;;;;;;;;;;;;
"Holmgren, Milena; Lin, Ching-Yen; Murillo, Julian E.; Nieuwenhuis, Annelies; Penninkhof, Joyce; Sanders, Natasja; van Bart, Thomas; van Veen, Huib; Vasander, Harri; Vollebregt, Marlies E.; Limpens, Juul";;;;;;;;;;;;;;;;;;;;;;;;
"Cronin, T. M.; Dwyer, G. S.; Cayerly, E. K.; Farmer, J.; DeNinno, L. H.; Rodriguez-Lazaro, J.; Gemery, L.";;;;;;;;;;;;;;;;;;;;;;;;
Szwed, Malgorzata;;;;;;;;;;;;;;;;;;;;;;;;
"Prabhu, Amita; Kripalani, Ramesh; Oh, Jaiho; Preethi, Bhaskar";;;;;;;;;;;;;;;;;;;;;;;;
"Ionescu, Irina Alexandra; Moller, Birger Lindberg; Sanchez-Perez, Raquel";;;;;;;;;;;;;;;;;;;;;;;;
"Jimenez-Munoz, Juan C.; Mattar, Cristian; Sobrino, Jose A.; Malhi, Yadvinder";;;;;;;;;;;;;;;;;;;;;;;;
"Ji, Liming; Zhang, Mingzhen; Song, Zhiguang";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Kefeng; Peng, Changhui; Zhu, Qiuan; Wang, Meng; Wang, Gangsheng; Zhou, Xiaolu; Yang, Yanzheng; Ding, Juhua; Wei, Hua";;;;;;;;;;;;;;;;;;;;;;;;
"Yang, Yi; Zhao, Dongsheng; Chen, Hui";;;;;;;;;;;;;;;;;;;;;;;;
"Falcon-Lang, Howard J.; Nelson, W. John; Heckel, Philip H.; DiMichele, William A.; Elrick, Scott D.";;;;;;;;;;;;;;;;;;;;;;;;
"Messmer, Vanessa; Pratchett, Morgan S.; Hoey, Andrew S.; Tobin, Andrew J.; Coker, Darren J.; Cooke, Steven J.; Clark, Timothy D.";;;;;;;;;;;;;;;;;;;;;;;;
"Latifmanesh, H.; Zheng, C. Y.; Song, Z. W.; Deng, A. X.; Huang, J. L.; Li, L.; Chen, Z. J.; Zheng, Y. T.; Zhang, B. M.; Zhang, W. J.";;;;;;;;;;;;;;;;;;;;;;;;
"Cuello, Jennifer P.; Hwang, Hyun Young; Gutierrez, Jessie; Kim, Sang Yoon; Kim, Pil Joo";;;;;;;;;;;;;;;;;;;;;;;;
"Bruno, Frank; Belusko, Martin; Halawa, Edward";;;;;;;;;;;;;;;;;;;;;;;;
"Cassardo, Claudio; Park, Seon Ki; Sungmin, O.; Galli, Marco";;;;;;;;;;;;;;;;;;;;;;;;
"Jiang, Yangao; Zhang, Junhui; Han, Shijie; Chen, Zhenju; Setala, Heikki; Yu, Jinghua; Zheng, Xingbo; Guo, Yingtao; Gu, Yue";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Puyu; Li, Zhongqin; Li, Huilin; Yao, Hongbing; Xu, Chunhai; Zhou, Ping; Jin, Shuang; Wang, Wenbin";;;;;;;;;;;;;;;;;;;;;;;;
"Shah, Izhar Hussain; Dawood, Usama Fida; Jalil, Umaima Abdul; Adnan, Yasir";;;;;;;;;;;;;;;;;;;;;;;;
Mammola, Stefano;;;;;;;;;;;;;;;;;;;;;;;;
"Mellery, Julie; Geay, Florian; Tocher, Douglas R.; Kestemont, Patrick; Debier, Cathy; Rollin, Xavier; Larondelle, Yvan";;;;;;;;;;;;;;;;;;;;;;;;
"Line, Michael R.; Parmentier, Vivien";;;;;;;;;;;;;;;;;;;;;;;;
"Dike, Victor Nnamdi; Shimizu, Marilia Harumi; Diallo, Mohamadou; Lin, Zhaohui; Nwofor, Okechukwu Kelechi; Chineke, Theo Chidiezie";;;;;;;;;;;;;;;;;;;;;;;;
"Bhakta, Jatindra N.; Lahiri, Susmita; Pittman, Jon K.; Jana, Bana B.";;;;;;;;;;;;;;;;;;;;;;;;
"Bowring, Simon P. K.; Lauerwald, Ronny; Guenet, Bertrand; Zhu, Dan; Guimberteau, Matthieu; Tootchi, Ardalan; Ducharne, Agnes; Ciais, Philippe";;;;;;;;;;;;;;;;;;;;;;;;
"Gao, Cheng-kang; Na, Hong-ming; Song, Kai-hui; Dyer, Noel; Tian, Fan; Xu, Qing-jiang; Xing, Yu-hong";;;;;;;;;;;;;;;;;;;;;;;;
"Cambronero, Maria Cuenca; Zeis, Bettina; Orsini, Luisa";;;;;;;;;;;;;;;;;;;;;;;;
"Arvola, Lauri; Rask, Martti; Forsius, Martin; Ala-Opas, Pasi; Keskitalo, Jorma; Kulo, Katja; Kurkilahti, Mika; Lehtovaara, Anja; Sairanen, Samuli; Salo, Simo; Saloranta, Tuomo; Verta, Matti; Vesala, Sami";;;;;;;;;;;;;;;;;;;;;;;;
"Azzolina, Nicholas A.; Peck, Wesley D.; Hamling, John A.; Gorecki, Charles D.; Ayash, Scott C.; Doll, Thomas E.; Nakles, David V.; Melzer, L. Stephen";;;;;;;;;;;;;;;;;;;;;;;;
"Olsen, Siri L.; Topper, Joachim P.; Skarpaas, Olav; Vandvik, Vigdis; Klanderud, Kari";;;;;;;;;;;;;;;;;;;;;;;;
"Qin, Zhangcai; Zhuang, Qianlai; Cai, Ximing";;;;;;;;;;;;;;;;;;;;;;;;
"Wood, Sam W.; Prior, Lynda D.; Stephens, Helen C.; Bowman, David M. J. S.";;;;;;;;;;;;;;;;;;;;;;;;
"Zhang, Zhan; Sun, Xin; Ding, Ning; Yang, Jianxin";;;;;;;;;;;;;;;;;;;;;;;;
"Stuhldreher, Gregor; Fartmann, Thomas";;;;;;;;;;;;;;;;;;;;;;;;
Mardassi, Besma;;;;;;;;;;;;;;;;;;;;;;;;
"Liu, Wei; Hussain, Saddam; Wu, Lishu; Qin, Ziguo; Li, Xiaokun; Lu, Jianwei; Khan, Fahad; Cao, Weidong; Geng, Mingjian";;;;;;;;;;;;;;;;;;;;;;;;
"Tian, Hanqin; Chen, Guangsheng; Lu, Chaoqun; Xu, Xiaofeng; Hayes, Daniel J.; Ren, Wei; Pan, Shufen; Huntzinger, Deborah N.; Wofsy, Steven C.";;;;;;;;;;;;;;;;;;;;;;;;
"Bobbo, Sergio; Fedele, Laura; Curcio, Marco; Bet, Anna; De Carli, Michele; Emmi, Giuseppe; Poletto, Fabio; Tarabotti, Andrea; Mendrinos, Dimitris; Mezzasalma, Giulia; Bernardi, Adriana";;;;;;;;;;;;;;;;;;;;;;;;
"Peng, Shouzhang; Zhao, Chuanyan; Xu, Zhonglin; Ashiq, Muhammad Waseem";;;;;;;;;;;;;;;;;;;;;;;;
"McGowan, Hamish; Sturman, Andrew; Saunders, Melissa; Theobald, Alison; Wiebe, Andrew";;;;;;;;;;;;;;;;;;;;;;;;
"Denis, Alice S.; Payet, Ophelie; Danflous, Samuel; Gouix, Nicolas; Santoul, Frederic; Buisson, Laetitia; Pelozuelo, Laurent";;;;;;;;;;;;;;;;;;;;;;;;
Yasyukevich, A. S.;;;;;;;;;;;;;;;;;;;;;;;;
"Kuussaari, Mikko; Rytteri, Susu; Heikkinen, Risto K.; Heliola, Janne; von Bagh, Peter";;;;;;;;;;;;;;;;;;;;;;;;
"Arefin, Mir S.; Quasem, Tanvir; Nazzal, Munir; Dessouky, Samer; Abbas, Ala R.";;;;;;;;;;;;;;;;;;;;;;;;
"Gour, Nand Kishor; Paul, Subrata; Deka, Ramesh Chandra";;;;;;;;;;;;;;;;;;;;;;;;
"Sun, Zichuan; Guo, Yao; Li, Chengfang; Cao, Cougui; Yuan, Pengli; Zou, Fengliang; Wang, Jinhua; Jia, Pingan; Wang, Jinping";;;;;;;;;;;;;;;;;;;;;;;;
"Mostert, Clemens; Ostrander, Berit; Bringezu, Stefan; Kneiske, Tanja Manuela";;;;;;;;;;;;;;;;;;;;;;;;
"Zheng, Xiawan; Guo, Jiemin; Song, Weimin; Feng, Jianxiang; Lin, Guanghui";;;;;;;;;;;;;;;;;;;;;;;;
"Richardson, Jessica; Miller, Claire; Maberly, Stephen C.; Taylor, Philip; Globevnik, Lidija; Hunter, Peter; Jeppesen, Erik; Mischke, Ute; Moe, S. Jannicke; Pasztaleniec, Agnieszka; Sondergaard, Martin; Carvalho, Laurence";;;;;;;;;;;;;;;;;;;;;;;;
"Rector, Casey; Brye, Kristofor R.; Humphreys, Joshua; Norman, Richard J.; Gbur, Edward E.; Hardke, Jarrod T.; Willett, Cammy; Evans-White, Michelle A.";;;;;;;;;;;;;;;;;;;;;;;;
"Frankignoul, Claude; Gastineau, Guillaume; Kwon, Young-Oh";;;;;;;;;;;;;;;;;;;;;;;;
"Su, Minmin; Kuang, Fuhong; Lv, Yang; Shi, Xiaojun; Liu, Xuejun; Shen, Jianbo; Zhang, Fusuo";;;;;;;;;;;;;;;;;;;;;;;;
"Sonsteby, A.; Heide, O. M.";;;;;;;;;;;;;;;;;;;;;;;;
Emebiri, Livinus C.;;;;;;;;;;;;;;;;;;;;;;;;
"Dadbakhsh, Manizheh; Khanjani, Narges; Bahrampour, Abbas";;;;;;;;;;;;;;;;;;;;;;;;
"Kimura, Kensuke; Yasutake, Daisuke; Nakazono, Kentaro; Kitano, Masaharu";;;;;;;;;;;;;;;;;;;;;;;;
"Neiva, Joao; Assis, Jorge; Coelho, Nelson C.; Fernandes, Francisco; Pearson, Gareth A.; Serrao, Ester A.";;;;;;;;;;;;;;;;;;;;;;;;
"Zhang, Teng; Zhou, Chunxia; Zheng, Lei";;;;;;;;;;;;;;;;;;;;;;;;
"Chen, Han Y. H.; Luo, Yong";;;;;;;;;;;;;;;;;;;;;;;;
"Wanapat, Metha; Cherdthong, Anusorn; Phesatcha, Kampanat; Kang, Sungchhang";;;;;;;;;;;;;;;;;;;;;;;;
"Dougherty, Amy J.; Choi, Jeong-Heon; Turney, Chris S. M.; Dosseto, Anthony";;;;;;;;;;;;;;;;;;;;;;;;
"Smid, M.; Russo, S.; Costa, A. C.; Granell, C.; Pebesma, E.";;;;;;;;;;;;;;;;;;;;;;;;
Lefevre, Sjannie;;;;;;;;;;;;;;;;;;;;;;;;
"Tabatabaee, Parisa; Lasemi, Yaghoob; Jahani, Davood";;;;;;;;;;;;;;;;;;;;;;;;
"Dingil, Ali Enes; Schweizer, Joerg; Rupi, Federico; Stasiskiene, Zaneta";;;;;;;;;;;;;;;;;;;;;;;;
"Lee, Hojun; Jo, Kyoung-nam";;;;;;;;;;;;;;;;;;;;;;;;
"Tito, Richard; Vasconcelos, Heraldo L.; Feeley, Kenneth J.";;;;;;;;;;;;;;;;;;;;;;;;
"Abdou, Khaled; Aubin, Joel; Romdhane, Mohamed Salah; Le Loc'h, Francois; Lasrama, Frida Ben Rais";;;;;;;;;;;;;;;;;;;;;;;;
Weng, Shu-Ping;;;;;;;;;;;;;;;;;;;;;;;;
"Klimek, Beata; Jelonkiewicz, Lukasz; Niklinska, Maria";;;;;;;;;;;;;;;;;;;;;;;;
"Zhang, Xiaoxu; Xu, Xin; Liu, Yinglie; Wang, Jinyang; Xiong, Zhengqin";;;;;;;;;;;;;;;;;;;;;;;;
"Sanguesa-Barreda, Gabriel; Julio Camarero, J.; Oliva, Jonas; Montes, Fernando; Gazol, Antonio";;;;;;;;;;;;;;;;;;;;;;;;
"Ye, Changrong; Tenorio, Fatima A.; Argayoso, May A.; Laza, Marcelino A.; Koh, Hee-Jong; Redona, Edilberto D.; Jagadish, Krishna S. V.; Gregorio, Glenn B.";;;;;;;;;;;;;;;;;;;;;;;;
"Win, Khin Thawda; Nonaka, Ryoko; Win, Aye Thida; Sasada, Yu; Toyota, Koki; Motobayashi, Takashi";;;;;;;;;;;;;;;;;;;;;;;;
"Cascini, Alessandro; Gamberi, Mauro; Mora, Cristina; Rosano, Michele; Bortolini, Marco";;;;;;;;;;;;;;;;;;;;;;;;
"O'Sullivan, Odhran S.; Heskel, Mary A.; Reich, Peter B.; Tjoelker, Mark G.; Weerasinghe, Lasantha K.; Penillard, Aurore; Zhu, Lingling; Egerton, John J. G.; Bloomfield, Keith J.; Creek, Danielle; Bahar, Nur H. A.; Griffin, Kevin L.; Hurry, Vaughan; Meir, Patrick; Turnbull, Matthew H.; Atkin, Owen K.";;;;;;;;;;;;;;;;;;;;;;;;
"Wang, Weiqi; Lai, Derrick Y. F.; Sardans, Jordi; Wang, Chun; Datta, Arindam; Pan, Ting; Zeng, Congsheng; Bartrons, Mireia; Penuelas, Josep";;;;;;;;;;;;;;;;;;;;;;;;
"Meinshausen, Malte; Vogel, Elisabeth; Nauels, Alexander; Lorbacher, Katja; Meinshausen, Nicolai; Etheridge, David M.; Fraser, Paul J.; Montzka, Stephen A.; Rayner, Peter J.; Trudinger, Cathy M.; Krummel, Paul B.; Beyerle, Urs; Canadell, Josep G.; Daniel, John S.; Enting, Ian G.; Law, Rachel M.; Lunder, Chris R.; O'Doherty, Simon; Prinn, Ron G.; Reimann, Stefan; Rubino, Mauro; Velders, Guus J. M.; Vollmer, Martin K.; Wang, Ray H. J.; Weiss, Ray";;;;;;;;;;;;;;;;;;;;;;;;
"Naughton, Colleen C.; Zhang, Qiong; Mihelcic, James R.";;;;;;;;;;;;;;;;;;;;;;;;
"Benis, Khadija; Reinhart, Christoph; Ferrao, Paulo";;;;;;;;;;;;;;;;;;;;;;;;
"Rey, Kevin; Amiot, Romain; Fourel, Francois; Rigaudier, Thomas; Abdala, Fernando; Day, Michael O.; Fernandez, Vincent; Fluteau, Frederic; France-Lanord, Christian; Rubidge, Bruce S.; Smith, Roger M.; Viglietti, Pia A.; Zipfel, Bernhard; Lecuyer, Christophe";;;;;;;;;;;;;;;;;;;;;;;;
"Korras-Carraca, M. B.; Pappas, V; Hatzianastassiou, N.; Vardavas, I; Matsoukas, C.";;;;;;;;;;;;;;;;;;;;;;;;
"Cao, Xianyong; Tian, Fang; Dallmeyer, Anne; Herzschuh, Ulrike";;;;;;;;;;;;;;;;;;;;;;;;
"Lucarini, Valerio; Bodai, Tamas";;;;;;;;;;;;;;;;;;;;;;;;
"Nemitallah, Medhat A.; Rashwan, Sherif S.; Mansir, Ibrahim B.; Abdelhafez, Ahmed A.; Habib, Mohamed A.";;;;;;;;;;;;;;;;;;;;;;;;
"Wilson, Bryan; Mueller, Oliver; Nordmann, Eva-Lena; Seuthe, Lena; Bratbak, Gunnar; Ovreas, Lise";;;;;;;;;;;;;;;;;;;;;;;;
"Li, Yanping; Li, Zhenhua; Zhang, Zhe; Chen, Liang; Kurkute, Sopan; Scaff, Lucia; Pan, Xicai";;;;;;;;;;;;;;;;;;;;;;;;
"Ribeiro, Maria Margarida; Roque, Natalia; Ribeiro, Silvia; Gavinhos, Catarina; Castanheira, Isabel; Quinta-Nova, Luis; Albuquerque, Teresa; Gerassis, Saki";;;;;;;;;;;;;;;;;;;;;;;;
"Dhadli, Harmanjit S.; Brar, Babu S.; Black, Thomas A.";;;;;;;;;;;;;;;;;;;;;;;;
"Sahany, Sandeep; Mishra, Saroj Kanta; Salunke, Popat";;;;;;;;;;;;;;;;;;;;;;;;
"Leas, Eric C.; Althouse, Benjamin M.; Dredze, Mark; Obradovich, Nick; Fowler, James H.; Noar, Seth M.; Allem, Jon-Patrick; Ayers, John W.";;;;;;;;;;;;;;;;;;;;;;;;
