Hau, Yong Sauk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Haworth, Matthew; Belcher, Claire M.; Killi, Dilek; Dewhirst, Rebecca A.; Materassi, Alessandro; Raschi, Antonio; Centritto, Mauro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Woo, Kyung Sik; Kim, Jin-Kyoung; Lee, Jae Il; Lim, Hyoun Soo; Yoo, Kyu-Cheul; Summerhayes, Colin P.; Ahn, In-Young; Kang, Sung-Ho; Kil, Youngwoo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hannappel, Ralf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wang, Lanhui; Tian, Feng; Wang, Yuhang; Wu, Zhendong; Schurgers, Guy; Fensholt, Rasmus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schuller, Hildegard M.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Keenan, Trevor F.; Prentice, I. Colin; Canadell, Josep G.; Williams, Christopher A.; Wang, Han; Raupach, Michael; Collatz, G. James;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mohammed, Khaled; Islam, A. K. M. Saiful; Islam, G. M. Tarekul; Alfieri, Lorenzo; Khan, Md. Jamal Uddin; Bala, Sujit Kumar; Das, Mohan Kumar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Urata, Tomoyuki; Yamada, Tetsuo; Itsubo, Norihiro; Inoue, Masato;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Li, Xinxin; Wu, Zhiwei; Li, Yanjie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yang, Jiachuan; Wang, Zhi-Hua; Huang, Huei-Ping;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Williams, A. Park; Schwartz, Rachel E.; Iacobellis, Sam; Seager, Richard; Cook, Benjamin I.; Still, Christopher J.; Husak, Gregory; Michaelsen, Joel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Duan, Lei; Cao, Long; Bala, Govindasamy; Caldeira, Ken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Skamp, Keith; Boyes, Eddie; Stanisstreet, Martin; Rodriguez, Manuel; Malandrakis, Georgios; Fortner, Rosanne; Kilinc, Ahmet; Taylor, Neil; Chhokar, Kiran; Dua, Shweta; Ambusaidi, Abdullah; Cheong, Irene; Kim, Mijung; Yoon, Hye-Gyoung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Astudillo, Miguel F.; AzariJafari, Hessam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rehman, Nadia; Adnan, Muhammad; Ali, Shaukat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pandey, Ashish Kumar; Das, Neelava; Kumar, Muthu A.; Rao, Srinivasa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schuller, Hildegard M.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zhang, Cui-Jing; Shen, Ju-Pei; Sun, Yi-Fei; Wang, Jun-Tao; Zhang, Li-Mei; Yang, Zhong-Ling; Han, Hong-Yan; Wan, Shi-Qiang; He, Ji-Zheng;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tomas, Robert A.; Deser, Clara; Sun, Lantao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bengtsson, L.; Hodges, K. I.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Soldatenko, S. A.; Yusupov, R. M.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Xu, Yangyang; Hu, Aixue;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Santer, Benjamin D.; Fyfe, John C.; Pallotta, Giuliana; Flato, Gregory M.; Meehl, Gerald A.; England, Matthew H.; Hawkins, Ed; Mann, Michael E.; Painter, Jeffrey F.; Bonfils, Celine; Cvijanovic, Ivana; Mears, Carl; Wentz, Frank J.; Po-Chedley, Stephen; Fu, Qiang; Zou, Cheng-Zhi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Han, Zongli; Tan, Xiaoling; Wang, Yi; Xu, Qingxuan; Zhang, Yong; Harwood, James D.; Chen, Julian;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hung Dinh Viet; Kim Nguyen Tu; Kwak, Jin-Hyeob; Choi, Woo-Jung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gao, Si; Wang, Delong; Hong, Haixu; Wu, Naigeng; Li, Tim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Xu, Lei; Stige, Leif C.; Leirs, Herwig; Neerinckx, Simon; Gage, Kenneth L.; Yang, Ruifu; Liu, Qiyong; Bramanti, Barbara; Dean, Katharine R.; Tang, Hui; Sun, Zhe; Stenseth, Nils Chr.; Zhang, Zhibin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hixson, Stefanie M.; Arts, Michael T.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Li, Xiangnan; Cai, Jian; Liu, Fulai; Zhou, Qin; Dai, Tingbo; Cao, Weixing; Jiang, Dong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Taniguchi, Kenji;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trihamdani, Andhang Rakhmat; Kubota, Tetsu; Lee, Han Soo; Sumida, Kento; Tran Thi Thu Phuong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Storto, Andrea; Yang, Chunxue; Masina, Simona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Singh, Deepti; Seager, Richard; Cook, Benjamin I.; Cane, Mark; Ting, Mingfang; Cook, Edward; Davis, Michael;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hopcroft, Peter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Finkel, J. M.; Canel-Katz, L. M.; Katz, J. I.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Liu, Yang; Zheng, Jingyun; Hao, Zhixin; Zhang, Xuezhen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zelenskaya, N. N.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sittaro, Fabian; Paquette, Alain; Messier, Christian; Nock, Charles A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Smithes, Christopher J.; Torstcr, Piers M.; Allen, Myles; Fuglestvedt, Jan; Millar, Richard J.; Rogelj, Joerl; Zlckfeld, Kirsten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahn, Alexandra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Li, Zhi; Chen, Yaning; Wang, Yang; Fang, Gonghuan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dong, Lu; Leung, L. Ruby; Song, Fengfei;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kharyutkina, E. V.; Loginov, S. V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Parker, Andy; Geden, Oliver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Song, Bing; Niu, Shuli; Wan, Shiqiang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zong, Ning; Shi, Peili; Chai, Xi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hardy, R. Dean; Nuse, Bryan L.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reich, Peter B.; Sendall, Kerrie M.; Stefanski, Artur; Rich, Roy L.; Hobbie, Sarah E.; Montgomery, Rebecca A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Diffenbaugh, Noah S.; Singh, Deepti; Mankin, Justin S.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zhu, Hui; Zou, Xuehui; Wang, Deli; Wan, Shiqiang; Wang, Ling; Guo, Jixun;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ali, Ahmed Hamza H.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Doddridge, Edward W.; Marshall, John; Song, Hajoon; Campin, Jean-Michel; Kelley, Maxwell; Nazarenko, Larissa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lepista, Zacarias; Aptroot, Andre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pfleiderer, Peter; Schleussner, Carl-Friedrich; Kornhuber, Kai; Coumou, Dim;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lee, Kyung Ha; Jeong, Hae Jin; Lee, Kitack; Franks, Peter J. S.; Seong, Kyeong Ah; Lee, Sung Yeon; Lee, Moo Joon; Jang, Se Hyeon; Potvin, Eric; Lim, An Suk; Yoon, Eun Young; Du Yoo, Yeong; Kang, Nam Seon; Kim, Kwang Young;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Peltoniemi, Krista; Laiho, Raija; Juottonen, Heli; Bodrossy, Levente; Kell, Dana K.; Minkkinen, Kari; Makiranta, Paivi; Mehtatalo, Lauri; Penttila, Timo; Siljanen, Henri M. P.; Tuittila, Eeva-Stiina; Tuomivirta, Tero; Fritze, Hannu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rodriguez, Patricia; Bystrom, Par; Geibrink, Erik; Hedstrom, Per; Vasconcelos, Francisco Rivera; Karlsson, Jan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Olsen, Ylva S.; Potouroglou, Maria; Garcias-Bonet, Neus; Duarte, Carlos M.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Scafetta, Nicola; Ouyang, Shenghui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Luis Aragon-Gastelum, Jose; Flores, Joel; Jurado, Enrique; Ramirez-Tobias, Hugo M.; Robles-Diaz, Erika; Pablo Rodas-Ortiz, Juan; Yanez-Espinosa, Laura;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qu, Yunpeng; Jiang, Yu; Guo, Lijin; Burkey, Kent O.; Zobel, Richard W.; Shew, H. David; Hu, Shuijin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Muelmenstaedt, Johannes; Sourdeval, O.; Delanoe, J.; Quaas, J.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Spier, Jaap;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yletyinen, Johanna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Su, Fanglong; Wei, Yanan; Wang, Fuwei; Guo, Jiuxin; Zhang, Juanjuan; Wang, Yi; Guo, Hui; Hu, Shuijin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Giordano, Daniela; Russo, Roberta; Coppola, Daniela; Altomonte, Giovanna; di Prisco, Guido; Bruno, Stefano; Verde, Cinzia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
van der Ploeg, Robin; Selby, David; Cramwinckel, Margot J.; Li, Yang; Bohaty, Steven M.; Middelburg, Jack J.; Sluijs, Appy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wall, Casey J.; Hartmann, Dennis L.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zhao, Siyao; Zhou, Tianjun;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anthony, Ken; Bay, Line K.; Costanza, Robert; Firn, Jennifer; Gunn, John; Harrison, Peter; Heyward, Andrew; Lundgren, Petra; Mead, David; Moore, Tom; Mumby, Peter J.; van Oppen, Madeleine J. H.; Robertson, John; Runge, Michael C.; Suggett, David J.; Schaffelke, Britta; Wachenfeld, David; Walshe, Terry;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zhang, Lixia; Zhu, Lili; Yu, Mengyang; Zhong, Mingxing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
White, Jonathan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Waikhom, Premeshori; Jain, Renu; Tegar, Sandeep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cheng, Lijing; Wang, Gongjie; Abraham, John P.; Huang, Gang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hibino, Kenshi; Takayabu, Izuru; Wakazuki, Yasutaka; Ogata, Tomomichi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Winkler, Daniel E.; Grossiord, Charlotte; Belnap, Jayne; Howell, Armin; Ferrenberg, Scott; Smith, Hilda; Reed, Sasha C.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Akcan, Serap; Kuvvetli, Yusuf; Kocyigit, Hasan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bestion, Elvire; Garcia-Carreras, Bernardo; Schaum, Charlotte-Elisa; Pawar, Samraat; Yvon-Durocher, Gabriel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somavilla, R.; Gonzalez-Pola, C.; Schauer, U.; Budeus, G.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Osawa, Jun; Nakano, Masaru;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O'Donnell, Sean;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ho, Emily H.; Budescu, David V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wang, S. -Y. Simon; Huang, Wan-Ru; Hsu, Huang-Hsiung; Gillies, Robert R.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
McElwain, Jennifer C.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kretzschmar, Jan; Salzmann, Marc; Muelmenstadt, Johannes; Boucher, Olivier; Quaas, Johannes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Du, Yan; Zhang, Yuhong; Feng, Ming; Wang, Tianyu; Zhang, Ningning; Wijffels, Susan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trossman, D. S.; Palter, J. B.; Merlis, T. M.; Huang, Y.; Xia, Y.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kumar, Sanjiv; Allan, Richard P.; Zwiers, Francis; Lawrence, David M.; Dirmeyer, Paul A.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frank, Patrick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pausas, Juli G.; Millan, Millan M.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cohen, Jed; Moeltner, Klaus; Reichl, Johannes; Schmidthaler, Michael;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koenigk, Torben; Brodeau, Laurent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Anthony, Kenneth R. N.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mears, Carl A.; Wentz, Frank J.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kumarathunge, Dushan P.; Medlyn, Belinda E.; Drake, John E.; Tjoelker, Mark G.; Aspinwall, Michael J.; Battaglia, Michael; Cano, Francisco J.; Carter, Kelsey R.; Cavaleri, Molly A.; Cernusak, Lucas A.; Chambers, Jeffrey Q.; Crous, Kristine Y.; De Kauwe, Martin G.; Dillaway, Dylan N.; Dreyer, Erwin; Ellsworth, David S.; Ghannoum, Oula; Han, Qingmin; Hikosaka, Kouki; Jensen, Anna M.; Kelly, Jeff W. G.; Kruger, Eric L.; Mercado, Lina M.; Onoda, Yusuke; Reich, Peter B.; Rogers, Alistair; Slot, Martijn; Smith, Nicholas G.; Tarvainen, Lasse; Tissue, David T.; Togashi, Henrique F.; Tribuzy, Edgard S.; Uddling, Johan; Varhammar, Angelica; Wallin, Goeran; Warren, Jeffrey M.; Way, Danielle A.;;;;;;;;;;;;;;;;;;;;;;;;;;;
Duffy, Grant A.; Chown, Steven L.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Meehl, Gerald A.; Hu, Aixue; Teng, Haiyan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bebber, Daniel Patrick;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ren, Lijuan; He, Dan; Chen, Zhen; Jeppesen, Erik; Lauridsen, Torben L.; Sondergaard, Martin; Liu, Zhengwen; Wu, Qinglong L.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trenberth, Kevin E.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gaulard, Mylene;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pujianto, Muhammad Edi; Kiono, Berkah Fajar Tamtomo; Suryo, Mohamad Said Kartosono Tony;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Leroy, Fabien; Gogo, Sebastien; Guimbaud, Christophe; Bernard-Jannin, Leonard; Yin, Xiaole; Belot, Guillaume; Wang Shuguang; Laggoun-Defarge, Fatima;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Woolway, R. Iestyn; Merchant, Christopher J.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lepori, F.; Pozzoni, M.; Pera, S.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Intarapong, Pisitpong; Papong, Seksan; Malakul, Pomthong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chung, Yong Suk; Nam, Yukyeong; Lee, Jin Hee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Li, Zhen; Yue, Jianping; Xiang, Yunfei; Chen, Jian; Bian, Yankai; Chen, Hanqing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chen, Lei; Huang, Jian-Guo; Ma, Qianqian; Hanninen, Heikki; Rossi, Sergio; Piao, Shilong; Bergeron, Yves;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Georgiev, A. P.; Nazarova, L. E.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Steakley, Kathryn; Murphy, James; Kahre, Melinda; Haberle, Robert; Kling, Alexandre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lutz, Arthur F.; ter Maat, Herbert W.; Wijngaard, Rene R.; Biemans, Hester; Syed, Abu; Shrestha, Arun B.; Wester, Philippus; Immerzeel, Walter W.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wang, Yuanyuan; Hu, Zhenghua; Islam, A. R. M. Towfiqul; Chen, Shutao; Shang, Dongyao; Xue, Ying;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zhang, Lingnan; Jiang, Yuan; Zhao, Shoudong; Dong, Manyu; Chen, Han Y. H.; Kang, Xinyu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Boudreault, Maxime; Bouchard, Bruno; Bouchard, Kevin; Gaboury, Sebastien;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Moran, Paul; Goggins, Jamie; Hajdukiewicz, Magdalena;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Koenigk, Torben; Berg, Peter; Doscher, Ralf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zhou, Shijie; Huang, Gang; Huang, Ping;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Im, Eun-Soon; Choi, Yeon-Woo; Ahn, Joong-Bae;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kjellstrom, Erik; Nikulin, Grigory; Strandberg, Gustav; Christensen, Ole Bossing; Jacob, Daniela; Keuler, Klaus; Lenderink, Geert; van Meijgaard, Erik; Schar, Christoph; Somot, Samuel; Sorland, Silje Lund; Teichmann, Claas; Vautard, Robert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wu, Xiangwen; Zang, Shuying; Ma, Dalong; Ren, Jianhua; Chen, Qiang; Dong, Xingfeng;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Su, Tao; Feng, Guolin; Zhou, Jie; Ye, Min;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Folland, Chris K.; Boucher, Olivier; Colman, Andrew; Parker, David E.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guy-Haim, Tamar; Alexander, Harriet; Bell, Tom W.; Bier, Raven L.; Bortolotti, Lauren E.; Briseno-Avena, Christian; Dong, Xiaoli; Flanagan, Alison M.; Grosse, Julia; Grossmann, Lars; Hasnain, Sarah; Hovel, Rachel; Johnston, Cora A.; Miller, Dan R.; Muscarella, Mario; Noto, Akana E.; Reisinger, Alexander J.; Smith, Heidi J.; Stamieszkin, Karen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kordas, Rebecca L.; Harley, Christopher D. G.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
